MEAN_RR,MEDIAN_RR,SDRR,RMSSD,SDSD,SDRR_RMSSD,HR,pNN25,pNN50,KURT,SKEW,MEAN_REL_RR,MEDIAN_REL_RR,SDRR_REL_RR,RMSSD_REL_RR,SDSD_REL_RR,SDRR_RMSSD_REL_RR,KURT_REL_RR,SKEW_REL_RR,uuid
885.1578445866667,853.7637300000001,140.97274123567058,15.55450455844723,15.55337133749991,9.06314570843159,69.49995211314423,11.13333333333333,0.5333333333333333,-0.8565537973286643,0.3352179892831136,-0.0002029859212581172,-0.00017922272066853482,0.01707994898178606,0.007968840052532844,0.007968837016296634,2.1433419254483983,-0.8565537973286643,0.3352179892831136,89df2855-56eb-4706-a23b-b39363dd605a
939.4253707266668,948.3578650000001,81.31774203066308,12.964439460159,12.96419467067471,6.272368526272232,64.36314993344149,5.6,0.0,-0.408189973289816,-0.1552864295618504,-5.883017530265686e-05,0.0006107551399884108,0.013977517137215859,0.004769092324840969,0.004769050281084979,2.9308548011139535,-0.408189973289816,-0.1552864295618504,80c795e4-aa56-4cc0-939c-19634b89cbb2
898.1860468266667,907.00686,84.49723584848405,16.30527866953465,16.30527369768982,5.1822012711970125,67.45006558887458,13.06666666666667,0.2,0.3517890663729872,-0.6568131490335141,-1.091151787707917e-05,-0.0002627985573496522,0.01853891496532815,0.008715773385137097,0.008715771581540866,2.127053348695635,0.3517890663729872,-0.6568131490335141,c2d5d102-967c-487d-88f2-8b005a449f3e
881.7578645266667,893.4600300000001,90.37053723913101,15.72046848681109,15.72006805805942,5.74859059161937,68.80956180311732,11.8,0.1333333333333333,-0.5049474960975053,-0.3861383206127713,0.00011176211256860611,0.0004935264585791449,0.0177610774925621,0.00865976691716154,0.008659766472208232,2.050987937950615,-0.5049474960975053,-0.3861383206127713,37eabc44-1349-4040-8896-0d113ad4811f
809.6253311400002,811.1848650000001,62.76624216006203,19.21381886895778,19.21365745423712,3.2667239442684863,74.56572751929652,20.2,0.2,-0.5484081824054914,-0.1542524887584008,-9.962407262978726e-05,-0.002736010245257068,0.0237154916172006,0.01305528313173419,0.01305528243858707,1.816543645809877,-0.5484081824054914,-0.1542524887584008,aa777a6a-7aa3-4f6e-aced-70f8691dd2b7
923.28386612,617.7941599999998,517.5365437532315,9.965975715252922,9.933932543919617,51.93034365527723,81.34225388838854,1.2,0.6,-0.8938583856008862,1.026302240563929,0.0007496596463624709,0.00020956185079274751,0.011060897000525479,0.005986613048938389,0.00598661079485873,1.8476051333377759,-0.8938583856008862,1.026302240563929,fe7b4ab0-42d3-48d0-8479-7b022d6af0bc
973.2529080266668,964.6500199999999,82.40517932221742,10.64419642402731,10.64363796110928,7.741794311142449,62.09506600144874,2.0,0.0,-0.4426696901135845,0.1029083748101751,-0.00012381870773319452,-0.0005831623996959293,0.01099674918950092,0.0047715694578161355,0.004771514873687211,2.3046398646649773,-0.4426696901135845,0.1029083748101751,d324b1ee-aaa1-4edb-9b46-c597cb0bbd8c
715.9146819466665,679.499395,131.47715126386552,9.477726724210743,9.47771686234578,13.87222433075736,85.85770332881452,2.533333333333333,0.2,5.224736478088797,2.452996143656826,3.108053923257704e-05,3.7774064061217886e-05,0.01320610444174741,0.006842561345482424,0.00684254924018065,1.92999430695149,5.224736478088797,2.452996143656826,cf272c21-98d8-45c1-9e2b-5ed1fe1864bd
814.2570212533333,827.52283,87.01445865676789,14.632231596084608,14.631274629170608,5.946766088643089,74.58885654438295,7.7333333333333325,0.8,-0.4550078989181179,-0.37195935016235604,-0.000186720094615438,0.0007141781386610412,0.018204050165034832,0.008242211565208345,0.00824220734019853,2.208636604510002,-0.4550078989181179,-0.37195935016235604,c65dcfb0-1774-4a2a-aa45-271083faeeaa
959.6945909533333,957.8956,54.90452863236216,12.01540008452805,12.01534331402693,4.569513145306035,62.72699758160157,3.266666666666667,0.2,0.4133379314134755,-0.018134381919117832,5.122469113327115e-05,1.999589942102206e-05,0.01264818553982585,0.005718662226999054,0.005718662083353246,2.2117385216617618,0.4133379314134755,-0.018134381919117832,79977df1-0e09-4873-bb31-15581002200b
